
### WinPython 2016-01 release (February 9th, 2015)


MD5                              | SHA-1                                    | Binary                          | Size
---------------------------------|------------------------------------------|---------------------------------|------------------
b212fcff675f63bbeb221c393dbe9b23 | 3a2b1f5b6491b880fc6c7b9ec6b39937f5d6b1cc | winpython-64bit-3.4.4.1.exe     | 286 551 000 Bytes
dccb657160f1e47dea77597d720bb4df | 4d9e6adff7cda3759463555c5e3a59d18459d0f0 | winpython-32bit-3.4.4.1zero.exe | 22 624 870 Bytes
bbc978f356bb91347cd1126a6c3eed0e | ff84b210172f0f9cbe545caa8c572cf1af7b71da | winpython-64bit-3.4.4.1zero.exe | 23 346 896 Bytes
d1dd2898a7934aa01ba51465374cfab3 | 321c4404fe016235ce41b03ff04eaa6ea5de87ce | winpython-64bit-3.5.1.2zero.exe | 21 310 313 Bytes
596d6f263f6c8297fbdda6f831922501 | 77823c6f13df685b85ebc1c61a52500ba85e0dc0 | winpython-64bit-3.5.1.2.exe     | 248 576 409 Bytes
34da1d7a6821e457e2708c31494e8f1c | c159886986809db04286ef595003ee084136ce5b | winpython-64bit-3.4.4.1qt5.exe  | 292 125 572 Bytes
db1c03db46988c88a81bbdf0df40037e | 859e84e242db6e55f4958bb1ca0ff8e2115e10be | winpython-32bit-3.4.4.1qt5.exe  | 246 482 598 Bytes
b5a0391082aa92b1a75c9aa3a811c999 | b951f0dbc4e91429efb0b8cddbd67223439be9f8 | winpython-32bit-3.4.4.1.exe     | 242 664 150 Bytes

(complement of February 13th)
MD5                              | SHA-1                                    | Binary                          | Size
---------------------------------|------------------------------------------|---------------------------------|------------------
957a696479610820f5226d6b6a3f1357 | 5f317a3c88b0b5b6be5b9c37cb07b9fd7d2019c6 | winpython-32bit-3.5.1.2zero.exe | 20 581 843 Bytes
bcbde0c3522ccc4081e9fa24aa1c5d23 | 40e548f9989838dc0d50515f3335ddd0a8bcc81d | winpython-32bit-3.5.1.2.exe     | 213 270 793 Bytes


### WinPython 2015-08 release (December 12th, 2015)

MD5                              | SHA-1                                    | Binary                          | Size
---------------------------------|------------------------------------------|---------------------------------|------------------
d46983abfbc14623d65198d68b61b8ed | cda71a55e981c20bb1f54308426120f70c1fd752 | winpython-64bit-3.5.1.1.exe     | 232 757 401 Bytes
658bac5b1126e06fb7cd31c898b38623 | 50e4ab436f69e1a390d80329396180c50b0053a5 | winpython-64bit-3.4.3.7qt5.exe  | 280 858 892 Bytes
b7e4a8294236a0e3e3f5627c7dd61bbe | 4fca978c247f6d5c401b25b46d812a26ac1e2851 | winpython-64bit-3.4.3.7.exe     | 275 288 414 Bytes
0782d420a100786ec12308b38cd6a191 | 5f31c29ea4953134c0dc83d00375707fc908ba11 | winpython-32bit-3.4.3.7qt5.exe  | 238 775 460 Bytes
956e71fe38dfda68774480136f04e778 | 4e75589d071a298db08b44d4fbade1e55fdc7531 | winpython-32bit-3.4.3.7.exe     | 234 950 660 Bytes
7030334fa13cb2813bb0f3b5f4b9891f | 7f8216f9dfa9071952ad724cad58add84dceda9b | winpython-64bit-3.5.1.1slim.exe | 171 161 431 Bytes
7bcdaca3be34a84f4b11810954ca4916 | 5236ca531f128deb6fce251a8b8c50a1698a57cc | winpython-64bit-3.4.3.7slim.exe | 172 068 224 Bytes
38754e064f35c4cd40e22d61efc215c7 | 5bdb62db093fc2a8dc34017762f0d6dab65d61e0 | winpython-32bit-3.4.3.7slim.exe | 143 329 221 Bytes
d240e5f2274f123481de99f80a5185cf | ae5da6386182cacc534f34e874b47d26628d768c | winpython-64bit-3.5.1.1zero.exe |  21 242 807 Bytes
d7584e30ed1eaa3450c5ebc7096dd418 | fe7659ad970890ccc47d6fbc970f00d0e49404f7 | winpython-64bit-3.4.3.7zero.exe |  23 022 733 Bytes
d66fbe388924da9b5a66108dc945f01b | 675282a11540316f051aca43041805346547f7d9 | winpython-32bit-3.4.3.7zero.exe |  22 508 797 Bytes


### WinPython 2015-07 release (October 29th, 2015)

MD5                              | SHA-1                                    | Binary                         | Size
---------------------------------|------------------------------------------|--------------------------------|------------------
c332b2a6c40dae93b39711b7dda2949f | d1fd2b65dde03f02894b6120cf51b6c7beadc00e | winpython-64bit-3.4.3.6Qt5.exe | 283 569 624 Bytes
c30fd4e28775bdccc724aeb0e25b6e86 | 4304fdb89f98c3ee20eb7d9f206d2df3c29f65bb | winpython-32bit-3.4.3.6Qt5.exe | 227 633 183 Bytes
56d43b96d221a6af29bd1c8e7f3f6cef | 14c67a5d5211808195ec17a41b18cc4ab1d0ceba | winpython-64bit-3.4.3.6.exe    | 277 961 635 Bytes
ddeb7a4b7f3d7ae06e00626f87468e9e | 8391a55c729df4a937eddb8b79a7318e1c47667e | winpython-32bit-3.4.3.6.exe    | 223 807 842 Bytes
1e28d9bdf45f2cef76d374b1d419ad19 | a12c438c6be38c8c574f5f4548047a262996e788 | winpython-64bit-2.7.10.3.exe   | 275 838 261 Bytes
8b3e5ba2e9943452907cadcddba47260 | 35bdea16ecf83b5458292c1f5f6bcb06d8a41d33 | winpython-32bit-2.7.10.3.exe   | 220 465 855 Bytes



### WinPython 2015-06 release (August 9th, 2015)

MD5                              | SHA-1                                    | Binary                         | Size
---------------------------------|------------------------------------------|--------------------------------|------------------
ebf731a31cd779b9a9e9df2b0a37ed9f | 296ba7018a3b3168d8296390ac4a01d3dd23dab2 | winpython-64bit-3.4.3.5.exe    | 280 497 035 Bytes
6d203d40558aebcc80cbef0ef5503aa1 | 7f6477ae92fbecf57497e57628a873bcce14f7cf | winpython-32bit-3.4.3.5.exe    | 226 997 189 Bytes
2b9b518146b7f7f010ef1d4ef9691849 | 2b382f36cf8f2144d610748e36fa052839433e98 | winpython-64bit-2.7.10.2.exe   | 278 219 513 Bytes
f383793798e1899531bf11c33e47cf5b | acaa8e0b62e6741d7d699ea9961ee0cc640c8323 | winpython-32bit-2.7.10.2.exe   | 223 506 901 Bytes
2b6b44ac91847974eaf78df69b35b590 | e9cb4b45e850aefa71721d1f866a4f08fd1399b1 | winpython-64bit-3.4.3.5qt5.exe | 286 088 943 Bytes



### WinPython 2015-05 release (June 28th, 2015)

MD5                              | SHA-1                                    | Binary
---------------------------------|------------------------------------------|------------
e275934df30b0831cad1849efd609e4f | 07c3c29cf34a0f36b804685dd6d769921f95debc | winpython-64bit-3.4.3.4.exe
6a45b8d3e1a36e31d5526adecbf655a4 | fe28d0db8b84001cfc4bc5f45d87b63445942810 | winpython-32bit-3.4.3.4.exe
0248dab323f56403c96f4fe84d99dc23 | 377700615b37b8adcdda8dee40cc8b6f98ed45eb | winpython-64bit-2.7.10.1.exe
a75f94fc46710b5fd8c0eaf78512cd4b | dfc774e917880b3957e6d38dfed494c6f9346f21 | winpython-32bit-2.7.10.1.exe
bfaab95c3cb4d3e0c851294dee37d3f5 | f8054e113244e415d527201b8f84d2bf46ff48ad | winpython-64bit-3.3.5.9.exe
1c24ab55d28722da89882386d2268a23 | 0f67dabe88a41a487806097b26f5b2b9c26031bd | winpython-32bit-3.3.5.9.exe


### WinPython 2015-04 release (May 12th, 2015)

MD5                              | SHA-1                                    | Binary
---------------------------------|------------------------------------------|------------
aa82fa67756bd1880ee7c20df1aecb66 | 249320fb396023ad4182fd89bf49792af0cc3965 | winpython-32bit-3.4.3.3.exe
21837dda642c6c1ae3d011bf13b383f4 | da6222a79e58bd9b5759b7be926b80776d423b3e | winpython-64bit-3.4.3.3.exe
04849a7f9209fb6bdb05f9cf2f2ba50a | 24c3a5d80e698a013d0c2e2792885373df4caf8b | winpython-32bit-2.7.9.5.exe
cf4c4d064ddafeec898ab6100203beb4 | 834d7659ea5495528b2209d70be900740252f23c | winpython-64bit-2.7.9.5.exe
48cbc498565492a1c21d53c573187818 | 17eaf6da91f812294401a1f9dc16c0eb22ac2265 | winpython-32bit-3.3.5.8.exe
01c8c48709b65a74682a710cfb1908f0 | 4b0bbdf70ece3ddbdd74b02c68d2078be6e14dff | winpython-64bit-3.3.5.8.exe


### WinPython 2015-03 release (March 28th, 2015)

MD5                              | SHA-1                                    | Binary
---------------------------------|------------------------------------------|------------
26d6b06df3fc37fa0baca26a9b8514da | 8785906c6ea4d0dafa95c5fe19d7fbbc9669f378 | winpython-32bit-3.4.3.2.exe
a578f8adbae6a132a05d6c7797f7d897 | b7b6110a9e46caca96e25a5f8319e95a8f0e8d62 | winpython-64bit-3.4.3.2.exe
55ee26b16069c1271a10c6d89c818978 | 68e2f9d441abe751080f310bad03606cb6bb65d7 | winpython-32bit-2.7.9.4.exe
8bf63304ee520a9ac4fef9f778d3d05b | b3f35efc3d97306de211ba87a0f216fe0a31e72e | winpython-64bit-2.7.9.4.exe
8bdfe63fe8ffb72dc7e6403c219c0735 | 57f146b6d2a9adf475d2853c994d6ad1f0a9d1f0 | winpython-32bit-3.3.5.7.exe
3866f3129954a8a1e5b6e7420a12b3c9 | d8c45ddde9dd247dd9f2643ecf2caa456246b9d6 | winpython-64bit-3.3.5.7.exe
8d2f43f909282a3599450e433559550a | f829ecbbb8aa1d85568b1fabf6c8a2ee3a6eed84 | winpython-64bit-3.4.3.2flavorrfull.exe
78d201ddfe3b068070b6a227b520cc38 | 1dded6515074c1bd9b07c59af3b81e2f3761b9b4 | winpython-32bit-3.4.3.2flavorrfull.exe
a6cb717d98dc65522503e757e564323b | ab8afb8e9b13c1949a6aee412444ead25f86f080 | winpython-64bit-3.4.3.2flavorjulia.exe
3ee61d0726114b768a292245b9759334 | 6657e60ec86db414d82e92d3ec3c7b70a49c7fd9 | winpython-32bit-3.4.3.2flavorjulia.exe


### WinPython 2015-02 release (February 28th, 2015)

MD5                              | SHA-1                                    | Binary
---------------------------------|------------------------------------------|------------
b9fb2cc1e37a90fa5c8930d61bd89493 | 3a7cea899a9d8dada5fb5e5ddd92515c88f82355 | winpython-64bit-3.4.3.1.exe
f573c6157f226dd9e421fda77a072249 | c492a1bd91911292c9e6cd473850dd30052f53c4 | winpython-32bit-3.4.3.1.exe
ebff4986741e91cf46d2407d4f33daea | 594c0d34ed47b78679e89a281f20b83c4033066a | winpython-64bit-3.3.5.6.exe
f0fa466fd1e76296ba2124f076c4b3fc | a71c68b0e685a4e64dd10c13c27fdee9ac6c8b27 | winpython-32bit-3.3.5.6.exe
8c0da9e4f1cb35ed411ebb722e598700 | 2e19c59167b4a5f90a735f38973ab9b87c5c80e8 | winpython-64bit-2.7.9.3.exe
08f865ff22339712b52e27d149e7d93b | cbc0cf8b465132bdae656f9aee13af6fd91e83cb | winpython-32bit-2.7.9.3.exe


### WinPython 2015-01 release (between 2015-01-15 and 2015-01-22)

MD5                              | SHA-1                                    | Binary
---------------------------------|------------------------------------------|------------
788f33dd67f3b710b1790917e76f8fd6 | f7ce3d94b56a40be181a6ee5bbf4458fbad40e1e | winpython-64bit-3.4.2.4.exe
f74b2d8e5f6dd94921ee3e892e0c3622 | 28ddc164e02502ffda21dc84f93568396f38f44d | winpython-32bit-3.4.2.4.exe
8847909442f6d27c1ef059ca1a8e84df | c34fed0f600c92606902e63b2040412e29ef7a64 | winpython-64bit-2.7.9.2.exe
03f4ad90b1ff8d9f223c48e1238fce4f | ccbf156b3738793b574f3b492a330b2f7fb86886 | winpython-32bit-2.7.9.2.exe
35c4731406adb1adc39176ffa2d0c01b | b32e5ae98ae28fee485773eeffb07da2ccf9f793 | winpython-64bit-3.3.5.5.exe
208eef35fd791acae02433060e735746 | 72bebe0b375dd2863e8774737a8a755264368d90 | winpython-32bit-3.3.5.5.exe
cf7ffd17a415391c92141a5a619fbd38 | 34fc7a23fba908f04d512406972c450f102572ba | winpython-64bit-3.4.2.4flavorrfull.exe
ec8de77000abdbef84e2dc54553235ec | 2fa647e38c0d4e95017a7c487c6dbf6f8a3910b  | winpython-32bit-3.4.2.4flavorrfull.exe
e489bcfbfab976f256ae093cdc145ac0 | 4dbe396b5a813a7fca9a60931293895d70123c93 | winpython-64bit-3.4.2.4flavorigraph.exe


### WinPython 2014-12 release (2014-12-14)

MD5                              | SHA-1                                    | Binary
---------------------------------|------------------------------------------|------------
a610b2f7d1f7ed40a57f2d3e7aa2b29d | e6af0cf08e2c0b5e66fcac6974c0cc00f5897a3b | winpython-64bit-3.4.2.3.exe
